travel_id,date,start_time_actual,end_time_actual,route_id,train_id
6989,2017-03-12,20:00:00.0000000,21:30:00.0000000,91,1
6990,2017-03-12,20:00:00.0000000,21:30:00.0000000,98,2
6991,2017-03-12,22:00:00.0000000,23:30:00.0000000,105,2
6992,2017-03-12,22:00:00.0000000,23:30:00.0000000,112,1
6993,2017-03-13,06:00:00.0000000,07:30:00.0000000,1,1
6994,2017-03-13,06:00:00.0000000,07:30:00.0000000,8,2
6995,2017-03-13,08:00:00.0000000,09:30:00.0000000,15,2
6996,2017-03-13,08:00:00.0000000,09:30:00.0000000,22,1
6997,2017-03-13,10:00:00.0000000,11:30:00.0000000,29,1
6998,2017-03-13,10:00:00.0000000,11:30:00.0000000,36,2
6999,2017-03-13,12:00:00.0000000,13:30:00.0000000,43,2
7000,2017-03-13,12:00:00.0000000,13:30:00.0000000,50,1
7001,2017-03-13,14:00:00.0000000,15:30:00.0000000,57,1
7002,2017-03-13,14:00:00.0000000,15:30:00.0000000,64,2
7003,2017-03-13,18:00:00.0000000,19:30:00.0000000,71,2
7004,2017-03-13,18:00:00.0000000,19:30:00.0000000,78,1
7005,2017-03-13,20:00:00.0000000,21:30:00.0000000,85,1
7006,2017-03-13,20:00:00.0000000,21:30:00.0000000,92,2
7007,2017-03-13,22:00:00.0000000,23:30:00.0000000,99,2
7008,2017-03-13,22:00:00.0000000,23:30:00.0000000,106,1
7009,2017-03-14,06:00:00.0000000,07:30:00.0000000,2,1
7010,2017-03-14,06:00:00.0000000,07:30:00.0000000,9,2
7011,2017-03-14,08:00:00.0000000,09:30:00.0000000,16,2
7012,2017-03-14,08:00:00.0000000,09:30:00.0000000,23,1
7013,2017-03-14,10:00:00.0000000,11:30:00.0000000,30,1
7014,2017-03-14,10:00:00.0000000,11:30:00.0000000,37,2
7015,2017-03-14,12:00:00.0000000,13:30:00.0000000,44,2
7016,2017-03-14,12:00:00.0000000,13:30:00.0000000,51,1
7017,2017-03-14,14:00:00.0000000,15:30:00.0000000,58,1
7018,2017-03-14,14:00:00.0000000,15:30:00.0000000,65,2
7019,2017-03-14,18:00:00.0000000,19:30:00.0000000,72,2
7020,2017-03-14,18:00:00.0000000,19:30:00.0000000,79,1
7021,2017-03-14,20:00:00.0000000,21:30:00.0000000,86,1
7022,2017-03-14,20:00:00.0000000,21:30:00.0000000,93,2
7023,2017-03-14,22:00:00.0000000,23:30:00.0000000,100,2
7024,2017-03-14,22:00:00.0000000,23:30:00.0000000,107,1
7025,2017-03-15,06:00:00.0000000,07:30:00.0000000,3,1
7026,2017-03-15,06:00:00.0000000,07:30:00.0000000,10,2
7027,2017-03-15,08:00:00.0000000,09:30:00.0000000,17,2
7028,2017-03-15,08:00:00.0000000,09:30:00.0000000,24,1
7029,2017-03-15,10:00:00.0000000,11:30:00.0000000,31,1
7030,2017-03-15,10:00:00.0000000,11:30:00.0000000,38,2
7031,2017-03-15,12:00:00.0000000,13:30:00.0000000,45,2
7032,2017-03-15,12:00:00.0000000,13:30:00.0000000,52,1
7033,2017-03-15,14:00:00.0000000,15:30:00.0000000,59,1
7034,2017-03-15,14:00:00.0000000,15:30:00.0000000,66,2
7035,2017-03-15,18:00:00.0000000,19:30:00.0000000,73,2
7036,2017-03-15,18:00:00.0000000,19:30:00.0000000,80,1
7037,2017-03-15,20:00:00.0000000,21:30:00.0000000,87,1
7038,2017-03-15,20:00:00.0000000,21:30:00.0000000,94,2
7039,2017-03-15,22:00:00.0000000,23:30:00.0000000,101,2
7040,2017-03-15,22:00:00.0000000,23:30:00.0000000,108,1
7041,2017-03-16,06:00:00.0000000,07:30:00.0000000,4,1
7042,2017-03-16,06:00:00.0000000,07:30:00.0000000,11,2
7043,2017-03-16,08:00:00.0000000,09:30:00.0000000,18,2
7044,2017-03-16,08:00:00.0000000,09:30:00.0000000,25,1
7045,2017-03-16,10:00:00.0000000,11:30:00.0000000,32,1
7046,2017-03-16,10:00:00.0000000,11:30:00.0000000,39,2
7047,2017-03-16,12:00:00.0000000,13:30:00.0000000,46,2
7048,2017-03-16,12:00:00.0000000,13:30:00.0000000,53,1
7049,2017-03-16,14:00:00.0000000,15:30:00.0000000,60,1
7050,2017-03-16,14:00:00.0000000,15:30:00.0000000,67,2
7051,2017-03-16,18:00:00.0000000,19:30:00.0000000,74,2
7052,2017-03-16,18:00:00.0000000,19:30:00.0000000,81,1
7053,2017-03-16,20:00:00.0000000,21:30:00.0000000,88,1
7054,2017-03-16,20:00:00.0000000,21:30:00.0000000,95,2
7055,2017-03-16,22:00:00.0000000,23:30:00.0000000,102,2
7056,2017-03-16,22:00:00.0000000,23:30:00.0000000,109,1
7057,2017-03-17,06:00:00.0000000,07:30:00.0000000,5,1
7058,2017-03-17,06:00:00.0000000,07:30:00.0000000,12,2
7059,2017-03-17,08:00:00.0000000,09:30:00.0000000,19,2
7060,2017-03-17,08:00:00.0000000,09:30:00.0000000,26,1
7061,2017-03-17,10:00:00.0000000,11:30:00.0000000,33,1
7062,2017-03-17,10:00:00.0000000,11:30:00.0000000,40,2
7063,2017-03-17,12:00:00.0000000,13:30:00.0000000,47,2
7064,2017-03-17,12:00:00.0000000,13:30:00.0000000,54,1
7065,2017-03-17,14:00:00.0000000,15:30:00.0000000,61,1
7066,2017-03-17,14:00:00.0000000,15:30:00.0000000,68,2
7067,2017-03-17,18:00:00.0000000,19:30:00.0000000,75,2
7068,2017-03-17,18:00:00.0000000,19:30:00.0000000,82,1
7069,2017-03-17,20:00:00.0000000,21:30:00.0000000,89,1
7070,2017-03-17,20:00:00.0000000,21:30:00.0000000,96,2
7071,2017-03-17,22:00:00.0000000,23:30:00.0000000,103,2
7072,2017-03-17,22:00:00.0000000,23:30:00.0000000,110,1
7073,2017-03-18,06:00:00.0000000,07:30:00.0000000,6,1
7074,2017-03-18,06:00:00.0000000,07:30:00.0000000,13,2
7075,2017-03-18,08:00:00.0000000,09:30:00.0000000,20,2
7076,2017-03-18,08:00:00.0000000,09:30:00.0000000,27,1
7077,2017-03-18,10:00:00.0000000,11:30:00.0000000,34,1
7078,2017-03-18,10:00:00.0000000,11:30:00.0000000,41,2
7079,2017-03-18,12:00:00.0000000,13:30:00.0000000,48,2
7080,2017-03-18,12:00:00.0000000,13:30:00.0000000,55,1
7081,2017-03-18,14:00:00.0000000,15:30:00.0000000,62,1
7082,2017-03-18,14:00:00.0000000,15:30:00.0000000,69,2
7083,2017-03-18,18:00:00.0000000,19:30:00.0000000,76,2
7084,2017-03-18,18:00:00.0000000,19:30:00.0000000,83,1
7085,2017-03-18,20:00:00.0000000,21:30:00.0000000,90,1
7086,2017-03-18,20:00:00.0000000,21:30:00.0000000,97,2
7087,2017-03-18,22:00:00.0000000,23:30:00.0000000,104,2
7088,2017-03-18,22:00:00.0000000,23:30:00.0000000,111,1
7089,2017-03-19,06:00:00.0000000,07:30:00.0000000,7,1
7090,2017-03-19,06:00:00.0000000,07:30:00.0000000,14,2
7091,2017-03-19,08:00:00.0000000,09:30:00.0000000,21,2
7092,2017-03-19,08:00:00.0000000,09:30:00.0000000,28,1
7093,2017-03-19,10:00:00.0000000,11:30:00.0000000,35,1
7094,2017-03-19,10:00:00.0000000,11:30:00.0000000,42,2
7095,2017-03-19,12:00:00.0000000,13:30:00.0000000,49,2
7096,2017-03-19,12:00:00.0000000,13:30:00.0000000,56,1
7097,2017-03-19,14:00:00.0000000,15:30:00.0000000,63,1
7098,2017-03-19,14:00:00.0000000,15:30:00.0000000,70,2
7099,2017-03-19,18:00:00.0000000,19:30:00.0000000,77,2
7100,2017-03-19,18:00:00.0000000,19:30:00.0000000,84,1
7101,2017-03-19,20:00:00.0000000,21:30:00.0000000,91,1
7102,2017-03-19,20:00:00.0000000,21:30:00.0000000,98,2
7103,2017-03-19,22:00:00.0000000,23:30:00.0000000,105,2
7104,2017-03-19,22:00:00.0000000,23:30:00.0000000,112,1
7105,2017-03-20,06:00:00.0000000,07:30:00.0000000,1,1
7106,2017-03-20,06:00:00.0000000,07:30:00.0000000,8,2
7107,2017-03-20,08:00:00.0000000,09:30:00.0000000,15,2
7108,2017-03-20,08:00:00.0000000,09:30:00.0000000,22,1
7109,2017-03-20,10:00:00.0000000,11:30:00.0000000,29,1
7110,2017-03-20,10:00:00.0000000,11:30:00.0000000,36,2
7111,2017-03-20,12:00:00.0000000,13:30:00.0000000,43,2
7112,2017-03-20,12:00:00.0000000,13:30:00.0000000,50,1
7113,2017-03-20,14:00:00.0000000,15:30:00.0000000,57,1
7114,2017-03-20,14:00:00.0000000,15:30:00.0000000,64,2
7115,2017-03-20,18:00:00.0000000,19:30:00.0000000,71,2
7116,2017-03-20,18:00:00.0000000,19:30:00.0000000,78,1
7117,2017-03-20,20:00:00.0000000,21:30:00.0000000,85,1
7118,2017-03-20,20:00:00.0000000,21:30:00.0000000,92,2
7119,2017-03-20,22:00:00.0000000,23:30:00.0000000,99,2
7120,2017-03-20,22:00:00.0000000,23:30:00.0000000,106,1
7121,2017-03-21,06:00:00.0000000,07:30:00.0000000,2,1
7122,2017-03-21,06:00:00.0000000,07:30:00.0000000,9,2
7123,2017-03-21,08:00:00.0000000,09:30:00.0000000,16,2
7124,2017-03-21,08:00:00.0000000,09:30:00.0000000,23,1
7125,2017-03-21,10:00:00.0000000,11:30:00.0000000,30,1
7126,2017-03-21,10:00:00.0000000,11:30:00.0000000,37,2
7127,2017-03-21,12:00:00.0000000,13:30:00.0000000,44,2
7128,2017-03-21,12:00:00.0000000,13:30:00.0000000,51,1
7129,2017-03-21,14:00:00.0000000,15:30:00.0000000,58,1
7130,2017-03-21,14:00:00.0000000,15:30:00.0000000,65,2
7131,2017-03-21,18:00:00.0000000,19:30:00.0000000,72,2
7132,2017-03-21,18:00:00.0000000,19:30:00.0000000,79,1
7133,2017-03-21,20:00:00.0000000,21:30:00.0000000,86,1
7134,2017-03-21,20:00:00.0000000,21:30:00.0000000,93,2
7135,2017-03-21,22:00:00.0000000,23:30:00.0000000,100,2
7136,2017-03-21,22:00:00.0000000,23:30:00.0000000,107,1
7137,2017-03-22,06:00:00.0000000,07:30:00.0000000,3,1
7138,2017-03-22,06:00:00.0000000,07:30:00.0000000,10,2
7139,2017-03-22,08:00:00.0000000,09:30:00.0000000,17,2
7140,2017-03-22,08:00:00.0000000,09:30:00.0000000,24,1
7141,2017-03-22,10:00:00.0000000,11:30:00.0000000,31,1
7142,2017-03-22,10:00:00.0000000,11:30:00.0000000,38,2
7143,2017-03-22,12:00:00.0000000,13:30:00.0000000,45,2
7144,2017-03-22,12:00:00.0000000,13:30:00.0000000,52,1
7145,2017-03-22,14:00:00.0000000,15:30:00.0000000,59,1
7146,2017-03-22,14:00:00.0000000,15:30:00.0000000,66,2
7147,2017-03-22,18:00:00.0000000,19:30:00.0000000,73,2
7148,2017-03-22,18:00:00.0000000,19:30:00.0000000,80,1
7149,2017-03-22,20:00:00.0000000,21:30:00.0000000,87,1
7150,2017-03-22,20:00:00.0000000,21:30:00.0000000,94,2
7151,2017-03-22,22:00:00.0000000,23:30:00.0000000,101,2
7152,2017-03-22,22:00:00.0000000,23:30:00.0000000,108,1
7153,2017-03-23,06:00:00.0000000,07:30:00.0000000,4,1
7154,2017-03-23,06:00:00.0000000,07:30:00.0000000,11,2
7155,2017-03-23,08:00:00.0000000,09:30:00.0000000,18,2
7156,2017-03-23,08:00:00.0000000,09:30:00.0000000,25,1
7157,2017-03-23,10:00:00.0000000,11:30:00.0000000,32,1
7158,2017-03-23,10:00:00.0000000,11:30:00.0000000,39,2
7159,2017-03-23,12:00:00.0000000,13:30:00.0000000,46,2
7160,2017-03-23,12:00:00.0000000,13:30:00.0000000,53,1
7161,2017-03-23,14:00:00.0000000,15:30:00.0000000,60,1
7162,2017-03-23,14:00:00.0000000,15:30:00.0000000,67,2
7163,2017-03-23,18:00:00.0000000,19:30:00.0000000,74,2
7164,2017-03-23,18:00:00.0000000,19:30:00.0000000,81,1
7165,2017-03-23,20:00:00.0000000,21:30:00.0000000,88,1
7166,2017-03-23,20:00:00.0000000,21:30:00.0000000,95,2
7167,2017-03-23,22:00:00.0000000,23:30:00.0000000,102,2
7168,2017-03-23,22:00:00.0000000,23:30:00.0000000,109,1
7169,2017-03-24,06:00:00.0000000,07:30:00.0000000,5,1
7170,2017-03-24,06:00:00.0000000,07:30:00.0000000,12,2
7171,2017-03-24,08:00:00.0000000,09:30:00.0000000,19,2
7172,2017-03-24,08:00:00.0000000,09:30:00.0000000,26,1
7173,2017-03-24,10:00:00.0000000,11:30:00.0000000,33,1
7174,2017-03-24,10:00:00.0000000,11:30:00.0000000,40,2
7175,2017-03-24,12:00:00.0000000,13:30:00.0000000,47,2
7176,2017-03-24,12:00:00.0000000,13:30:00.0000000,54,1
7177,2017-03-24,14:00:00.0000000,15:30:00.0000000,61,1
7178,2017-03-24,14:00:00.0000000,15:30:00.0000000,68,2
7179,2017-03-24,18:00:00.0000000,19:30:00.0000000,75,2
7180,2017-03-24,18:00:00.0000000,19:30:00.0000000,82,1
7181,2017-03-24,20:00:00.0000000,21:30:00.0000000,89,1
7182,2017-03-24,20:00:00.0000000,21:30:00.0000000,96,2
7183,2017-03-24,22:00:00.0000000,23:30:00.0000000,103,2
7184,2017-03-24,22:00:00.0000000,23:30:00.0000000,110,1
7185,2017-03-25,06:00:00.0000000,07:30:00.0000000,6,1
7186,2017-03-25,06:00:00.0000000,07:30:00.0000000,13,2
7187,2017-03-25,08:00:00.0000000,09:30:00.0000000,20,2
7188,2017-03-25,08:00:00.0000000,09:30:00.0000000,27,1
7189,2017-03-25,10:00:00.0000000,11:30:00.0000000,34,1
7190,2017-03-25,10:00:00.0000000,11:30:00.0000000,41,2
7191,2017-03-25,12:00:00.0000000,13:30:00.0000000,48,2
7192,2017-03-25,12:00:00.0000000,13:30:00.0000000,55,1
7193,2017-03-25,14:00:00.0000000,15:30:00.0000000,62,1
7194,2017-03-25,14:00:00.0000000,15:30:00.0000000,69,2
7195,2017-03-25,18:00:00.0000000,19:30:00.0000000,76,2
7196,2017-03-25,18:00:00.0000000,19:30:00.0000000,83,1
7197,2017-03-25,20:00:00.0000000,21:30:00.0000000,90,1
7198,2017-03-25,20:00:00.0000000,21:30:00.0000000,97,2
7199,2017-03-25,22:00:00.0000000,23:30:00.0000000,104,2
7200,2017-03-25,22:00:00.0000000,23:30:00.0000000,111,1
7201,2017-03-26,06:00:00.0000000,07:30:00.0000000,7,1
7202,2017-03-26,06:00:00.0000000,07:30:00.0000000,14,2
7203,2017-03-26,08:00:00.0000000,09:30:00.0000000,21,2
7204,2017-03-26,08:00:00.0000000,09:30:00.0000000,28,1
7205,2017-03-26,10:00:00.0000000,11:30:00.0000000,35,1
7206,2017-03-26,10:00:00.0000000,11:30:00.0000000,42,2
7207,2017-03-26,12:00:00.0000000,13:30:00.0000000,49,2
7208,2017-03-26,12:00:00.0000000,13:30:00.0000000,56,1
7209,2017-03-26,14:00:00.0000000,15:30:00.0000000,63,1
7210,2017-03-26,14:00:00.0000000,15:30:00.0000000,70,2
7211,2017-03-26,18:00:00.0000000,19:30:00.0000000,77,2
7212,2017-03-26,18:00:00.0000000,19:30:00.0000000,84,1
7213,2017-03-26,20:00:00.0000000,21:30:00.0000000,91,1
7214,2017-03-26,20:00:00.0000000,21:30:00.0000000,98,2
7215,2017-03-26,22:00:00.0000000,23:30:00.0000000,105,2
7216,2017-03-26,22:00:00.0000000,23:30:00.0000000,112,1
7217,2017-03-27,06:00:00.0000000,07:30:00.0000000,1,1
7218,2017-03-27,06:00:00.0000000,07:30:00.0000000,8,2
7219,2017-03-27,08:00:00.0000000,09:30:00.0000000,15,2
7220,2017-03-27,08:00:00.0000000,09:30:00.0000000,22,1
7221,2017-03-27,10:00:00.0000000,11:30:00.0000000,29,1
7222,2017-03-27,10:00:00.0000000,11:30:00.0000000,36,2
7223,2017-03-27,12:00:00.0000000,13:30:00.0000000,43,2
7224,2017-03-27,12:00:00.0000000,13:30:00.0000000,50,1
7225,2017-03-27,14:00:00.0000000,15:30:00.0000000,57,1
7226,2017-03-27,14:00:00.0000000,15:30:00.0000000,64,2
7227,2017-03-27,18:00:00.0000000,19:30:00.0000000,71,2
7228,2017-03-27,18:00:00.0000000,19:30:00.0000000,78,1
7229,2017-03-27,20:00:00.0000000,21:30:00.0000000,85,1
7230,2017-03-27,20:00:00.0000000,21:30:00.0000000,92,2
7231,2017-03-27,22:00:00.0000000,23:30:00.0000000,99,2
7232,2017-03-27,22:00:00.0000000,23:30:00.0000000,106,1
7233,2017-03-28,06:00:00.0000000,07:30:00.0000000,2,1
7234,2017-03-28,06:00:00.0000000,07:30:00.0000000,9,2
7235,2017-03-28,08:00:00.0000000,09:30:00.0000000,16,2
7236,2017-03-28,08:00:00.0000000,09:30:00.0000000,23,1
7237,2017-03-28,10:00:00.0000000,11:30:00.0000000,30,1
7238,2017-03-28,10:00:00.0000000,11:30:00.0000000,37,2
7239,2017-03-28,12:00:00.0000000,13:30:00.0000000,44,2
7240,2017-03-28,12:00:00.0000000,13:30:00.0000000,51,1
7241,2017-03-28,14:00:00.0000000,15:30:00.0000000,58,1
7242,2017-03-28,14:00:00.0000000,15:30:00.0000000,65,2
7243,2017-03-28,18:00:00.0000000,19:30:00.0000000,72,2
7244,2017-03-28,18:00:00.0000000,19:30:00.0000000,79,1
7245,2017-03-28,20:00:00.0000000,21:30:00.0000000,86,1
7246,2017-03-28,20:00:00.0000000,21:30:00.0000000,93,2
7247,2017-03-28,22:00:00.0000000,23:30:00.0000000,100,2
7248,2017-03-28,22:00:00.0000000,23:30:00.0000000,107,1
7249,2017-03-29,06:00:00.0000000,07:30:00.0000000,3,1
7250,2017-03-29,06:00:00.0000000,07:30:00.0000000,10,2
7251,2017-03-29,08:00:00.0000000,09:30:00.0000000,17,2
7252,2017-03-29,08:00:00.0000000,09:30:00.0000000,24,1
7253,2017-03-29,10:00:00.0000000,11:30:00.0000000,31,1
7254,2017-03-29,10:00:00.0000000,11:30:00.0000000,38,2
7255,2017-03-29,12:00:00.0000000,13:30:00.0000000,45,2
7256,2017-03-29,12:00:00.0000000,13:30:00.0000000,52,1
7257,2017-03-29,14:00:00.0000000,15:30:00.0000000,59,1
7258,2017-03-29,14:00:00.0000000,15:30:00.0000000,66,2
7259,2017-03-29,18:00:00.0000000,19:30:00.0000000,73,2
7260,2017-03-29,18:00:00.0000000,19:30:00.0000000,80,1
7261,2017-03-29,20:00:00.0000000,21:30:00.0000000,87,1
7262,2017-03-29,20:00:00.0000000,21:30:00.0000000,94,2
7263,2017-03-29,22:00:00.0000000,23:30:00.0000000,101,2
7264,2017-03-29,22:00:00.0000000,23:30:00.0000000,108,1
7265,2017-03-30,06:00:00.0000000,07:30:00.0000000,4,1
7266,2017-03-30,06:00:00.0000000,07:30:00.0000000,11,2
7267,2017-03-30,08:00:00.0000000,09:30:00.0000000,18,2
7268,2017-03-30,08:00:00.0000000,09:30:00.0000000,25,1
7269,2017-03-30,10:00:00.0000000,11:30:00.0000000,32,1
7270,2017-03-30,10:00:00.0000000,11:30:00.0000000,39,2
7271,2017-03-30,12:00:00.0000000,13:30:00.0000000,46,2
7272,2017-03-30,12:00:00.0000000,13:30:00.0000000,53,1
7273,2017-03-30,14:00:00.0000000,15:30:00.0000000,60,1
7274,2017-03-30,14:00:00.0000000,15:30:00.0000000,67,2
7275,2017-03-30,18:00:00.0000000,19:30:00.0000000,74,2
7276,2017-03-30,18:00:00.0000000,19:30:00.0000000,81,1
7277,2017-03-30,20:00:00.0000000,21:30:00.0000000,88,1
7278,2017-03-30,20:00:00.0000000,21:30:00.0000000,95,2
7279,2017-03-30,22:00:00.0000000,23:30:00.0000000,102,2
7280,2017-03-30,22:00:00.0000000,23:30:00.0000000,109,1
7281,2017-03-31,06:00:00.0000000,07:30:00.0000000,5,1
7282,2017-03-31,06:00:00.0000000,07:30:00.0000000,12,2
7283,2017-03-31,08:00:00.0000000,09:30:00.0000000,19,2
7284,2017-03-31,08:00:00.0000000,09:30:00.0000000,26,1
7285,2017-03-31,10:00:00.0000000,11:30:00.0000000,33,1
7286,2017-03-31,10:00:00.0000000,11:30:00.0000000,40,2
7287,2017-03-31,12:00:00.0000000,13:30:00.0000000,47,2
7288,2017-03-31,12:00:00.0000000,13:30:00.0000000,54,1
7289,2017-03-31,14:00:00.0000000,15:30:00.0000000,61,1
7290,2017-03-31,14:00:00.0000000,15:30:00.0000000,68,2
7291,2017-03-31,18:00:00.0000000,19:30:00.0000000,75,2
7292,2017-03-31,18:00:00.0000000,19:30:00.0000000,82,1
7293,2017-03-31,20:00:00.0000000,21:30:00.0000000,89,1
7294,2017-03-31,20:00:00.0000000,21:30:00.0000000,96,2
7295,2017-03-31,22:00:00.0000000,23:30:00.0000000,103,2
7296,2017-03-31,22:00:00.0000000,23:30:00.0000000,110,1
7297,2017-04-01,06:00:00.0000000,07:30:00.0000000,6,1
7298,2017-04-01,06:00:00.0000000,07:30:00.0000000,13,2
7299,2017-04-01,08:00:00.0000000,09:30:00.0000000,20,2
7300,2017-04-01,08:00:00.0000000,09:30:00.0000000,27,1
7301,2017-04-01,10:00:00.0000000,11:30:00.0000000,34,1
7302,2017-04-01,10:00:00.0000000,11:30:00.0000000,41,2
7303,2017-04-01,12:00:00.0000000,13:30:00.0000000,48,2
7304,2017-04-01,12:00:00.0000000,13:30:00.0000000,55,1
7305,2017-04-01,14:00:00.0000000,15:30:00.0000000,62,1
7306,2017-04-01,14:00:00.0000000,15:30:00.0000000,69,2
7307,2017-04-01,18:00:00.0000000,19:30:00.0000000,76,2
7308,2017-04-01,18:00:00.0000000,19:30:00.0000000,83,1
7309,2017-04-01,20:00:00.0000000,21:30:00.0000000,90,1
7310,2017-04-01,20:00:00.0000000,21:30:00.0000000,97,2
7311,2017-04-01,22:00:00.0000000,23:30:00.0000000,104,2
7312,2017-04-01,22:00:00.0000000,23:30:00.0000000,111,1
7313,2017-04-02,06:00:00.0000000,07:30:00.0000000,7,1
7314,2017-04-02,06:00:00.0000000,07:30:00.0000000,14,2
7315,2017-04-02,08:00:00.0000000,09:30:00.0000000,21,2
7316,2017-04-02,08:00:00.0000000,09:30:00.0000000,28,1
7317,2017-04-02,10:00:00.0000000,11:30:00.0000000,35,1
7318,2017-04-02,10:00:00.0000000,11:30:00.0000000,42,2
7319,2017-04-02,12:00:00.0000000,13:30:00.0000000,49,2
7320,2017-04-02,12:00:00.0000000,13:30:00.0000000,56,1
7321,2017-04-02,14:00:00.0000000,15:30:00.0000000,63,1
7322,2017-04-02,14:00:00.0000000,15:30:00.0000000,70,2
7323,2017-04-02,18:00:00.0000000,19:30:00.0000000,77,2
7324,2017-04-02,18:00:00.0000000,19:30:00.0000000,84,1
7325,2017-04-02,20:00:00.0000000,21:30:00.0000000,91,1
7326,2017-04-02,20:00:00.0000000,21:30:00.0000000,98,2
7327,2017-04-02,22:00:00.0000000,23:30:00.0000000,105,2
7328,2017-04-02,22:00:00.0000000,23:30:00.0000000,112,1
7329,2017-04-03,06:00:00.0000000,07:30:00.0000000,1,1
7330,2017-04-03,06:00:00.0000000,07:30:00.0000000,8,2
7331,2017-04-03,08:00:00.0000000,09:30:00.0000000,15,2
7332,2017-04-03,08:00:00.0000000,09:30:00.0000000,22,1
7333,2017-04-03,10:00:00.0000000,11:30:00.0000000,29,1
7334,2017-04-03,10:00:00.0000000,11:30:00.0000000,36,2
7335,2017-04-03,12:00:00.0000000,13:30:00.0000000,43,2
7336,2017-04-03,12:00:00.0000000,13:30:00.0000000,50,1
7337,2017-04-03,14:00:00.0000000,15:30:00.0000000,57,1
7338,2017-04-03,14:00:00.0000000,15:30:00.0000000,64,2
7339,2017-04-03,18:00:00.0000000,19:30:00.0000000,71,2
7340,2017-04-03,18:00:00.0000000,19:30:00.0000000,78,1
7341,2017-04-03,20:00:00.0000000,21:30:00.0000000,85,1
7342,2017-04-03,20:00:00.0000000,21:30:00.0000000,92,2
7343,2017-04-03,22:00:00.0000000,23:30:00.0000000,99,2
7344,2017-04-03,22:00:00.0000000,23:30:00.0000000,106,1
7345,2017-04-04,06:00:00.0000000,07:30:00.0000000,2,1
7346,2017-04-04,06:00:00.0000000,07:30:00.0000000,9,2
7347,2017-04-04,08:00:00.0000000,09:30:00.0000000,16,2
7348,2017-04-04,08:00:00.0000000,09:30:00.0000000,23,1
7349,2017-04-04,10:00:00.0000000,11:30:00.0000000,30,1
7350,2017-04-04,10:00:00.0000000,11:30:00.0000000,37,2
7351,2017-04-04,12:00:00.0000000,13:30:00.0000000,44,2
7352,2017-04-04,12:00:00.0000000,13:30:00.0000000,51,1
7353,2017-04-04,14:00:00.0000000,15:30:00.0000000,58,1
7354,2017-04-04,14:00:00.0000000,15:30:00.0000000,65,2
7355,2017-04-04,18:00:00.0000000,19:30:00.0000000,72,2
7356,2017-04-04,18:00:00.0000000,19:30:00.0000000,79,1
7357,2017-04-04,20:00:00.0000000,21:30:00.0000000,86,1
7358,2017-04-04,20:00:00.0000000,21:30:00.0000000,93,2
7359,2017-04-04,22:00:00.0000000,23:30:00.0000000,100,2
7360,2017-04-04,22:00:00.0000000,23:30:00.0000000,107,1
7361,2017-04-05,06:00:00.0000000,07:30:00.0000000,3,1
7362,2017-04-05,06:00:00.0000000,07:30:00.0000000,10,2
7363,2017-04-05,08:00:00.0000000,09:30:00.0000000,17,2
7364,2017-04-05,08:00:00.0000000,09:30:00.0000000,24,1
7365,2017-04-05,10:00:00.0000000,11:30:00.0000000,31,1
7366,2017-04-05,10:00:00.0000000,11:30:00.0000000,38,2
7367,2017-04-05,12:00:00.0000000,13:30:00.0000000,45,2
7368,2017-04-05,12:00:00.0000000,13:30:00.0000000,52,1
7369,2017-04-05,14:00:00.0000000,15:30:00.0000000,59,1
7370,2017-04-05,14:00:00.0000000,15:30:00.0000000,66,2
7371,2017-04-05,18:00:00.0000000,19:30:00.0000000,73,2
7372,2017-04-05,18:00:00.0000000,19:30:00.0000000,80,1
7373,2017-04-05,20:00:00.0000000,21:30:00.0000000,87,1
7374,2017-04-05,20:00:00.0000000,21:30:00.0000000,94,2
7375,2017-04-05,22:00:00.0000000,23:30:00.0000000,101,2
7376,2017-04-05,22:00:00.0000000,23:30:00.0000000,108,1
7377,2017-04-06,06:00:00.0000000,07:30:00.0000000,4,1
7378,2017-04-06,06:00:00.0000000,07:30:00.0000000,11,2
7379,2017-04-06,08:00:00.0000000,09:30:00.0000000,18,2
7380,2017-04-06,08:00:00.0000000,09:30:00.0000000,25,1
7381,2017-04-06,10:00:00.0000000,11:30:00.0000000,32,1
7382,2017-04-06,10:00:00.0000000,11:30:00.0000000,39,2
7383,2017-04-06,12:00:00.0000000,13:30:00.0000000,46,2
7384,2017-04-06,12:00:00.0000000,13:30:00.0000000,53,1
7385,2017-04-06,14:00:00.0000000,15:30:00.0000000,60,1
7386,2017-04-06,14:00:00.0000000,15:30:00.0000000,67,2
7387,2017-04-06,18:00:00.0000000,19:30:00.0000000,74,2
7388,2017-04-06,18:00:00.0000000,19:30:00.0000000,81,1
7389,2017-04-06,20:00:00.0000000,21:30:00.0000000,88,1
7390,2017-04-06,20:00:00.0000000,21:30:00.0000000,95,2
7391,2017-04-06,22:00:00.0000000,23:30:00.0000000,102,2
7392,2017-04-06,22:00:00.0000000,23:30:00.0000000,109,1
7393,2017-04-07,06:00:00.0000000,07:30:00.0000000,5,1
7394,2017-04-07,06:00:00.0000000,07:30:00.0000000,12,2
7395,2017-04-07,08:00:00.0000000,09:30:00.0000000,19,2
7396,2017-04-07,08:00:00.0000000,09:30:00.0000000,26,1
7397,2017-04-07,10:00:00.0000000,11:30:00.0000000,33,1
7398,2017-04-07,10:00:00.0000000,11:30:00.0000000,40,2
